,负面情感词语（中文）,正面情感词语（中文）,中性情感词语（中文）
望,0.0,1.0,0.0
斤斤计较,1.0,0.0,0.0
民主,0.0,1.0,0.0
危在旦夕,1.0,0.0,0.0
为人宽厚,0.0,1.0,0.0
富足,0.0,1.0,0.0
不灵敏,1.0,0.0,0.0
耐用,0.0,1.0,0.0
讽,1.0,0.0,0.0
全新,0.0,1.0,0.0
孝敬,0.0,1.0,0.0
不慎,1.0,0.0,0.0
和平,0.0,1.0,0.0
开诚布公,0.0,1.0,0.0
结结巴巴,1.0,0.0,0.0
有失偏颇,1.0,0.0,0.0
备细,0.0,1.0,0.0
凶戾,1.0,0.0,0.0
郑重,0.0,1.0,0.0
纤弱,1.0,0.0,0.0
痴呆,1.0,0.0,0.0
颓废,1.0,0.0,0.0
善始善终,0.0,1.0,0.0
天摇地动,0.0,1.0,0.0
铿锵,0.0,1.0,0.0
学力宏赡,0.0,1.0,0.0
吃不开,1.0,0.0,0.0
基,0.0,1.0,0.0
无效,1.0,0.0,0.0
想念,0.0,1.0,0.0
大好,0.0,1.0,0.0
獐头鼠目,1.0,0.0,0.0
愤愤不平,1.0,0.0,0.0
牢牢,0.0,1.0,0.0
瞧不起,1.0,0.0,0.0
谴责,1.0,0.0,0.0
糟糕,1.0,0.0,0.0
谫,1.0,0.0,0.0
铮,0.0,1.0,0.0
雄,0.0,1.0,0.0
啰嗦,1.0,0.0,0.0
实惠,0.0,1.0,0.0
怯阵,1.0,0.0,0.0
脾气爆躁,1.0,0.0,0.0
硬朗,0.0,1.0,0.0
寂寥,1.0,0.0,0.0
必要,0.0,1.0,0.0
乱成一团,1.0,0.0,0.0
碍难,1.0,0.0,0.0
狷介,0.0,1.0,0.0
反反复复,1.0,0.0,0.0
羊质虎皮,1.0,0.0,0.0
腼腆,1.0,0.0,0.0
状况良好,0.0,1.0,0.0
手无缚鸡之力,1.0,0.0,0.0
愣怔,1.0,0.0,0.0
要害,0.0,1.0,0.0
称快,0.0,1.0,0.0
萎靡不振,1.0,0.0,0.0
一成不变,1.0,0.0,0.0
莽莽,0.0,1.0,0.0
有盼,0.0,1.0,0.0
支离破碎,1.0,0.0,0.0
有板有眼,0.0,1.0,0.0
祺,0.0,1.0,0.0
旋律优美,0.0,1.0,0.0
明达,0.0,1.0,0.0
谧,0.0,1.0,0.0
戚戚,1.0,0.0,0.0
赏心悦目,0.0,1.0,0.0
偏,1.0,1.0,0.0
牢,0.0,1.0,0.0
说怪话,1.0,0.0,0.0
没什么了不起,1.0,0.0,0.0
生,1.0,0.0,0.0
如痴如醉,0.0,1.0,0.0
蛮不讲理,1.0,0.0,0.0
臭不可闻,1.0,0.0,0.0
舛,1.0,0.0,0.0
圆活,0.0,1.0,0.0
淫秽,1.0,0.0,0.0
独具慧眼,0.0,1.0,0.0
肯干,0.0,1.0,0.0
不忠诚,1.0,0.0,0.0
英烈,0.0,1.0,0.0
柔弱,1.0,0.0,0.0
背地里,1.0,0.0,0.0
不对,1.0,0.0,0.0
求实,0.0,1.0,0.0
公而忘私,0.0,1.0,0.0
性情温良,0.0,1.0,0.0
相宜,0.0,1.0,0.0
迷上,0.0,1.0,0.0
狼狈,1.0,0.0,0.0
求真务实,0.0,1.0,0.0
觖,1.0,0.0,0.0
一定,0.0,1.0,0.0
点头称是,0.0,1.0,0.0
铮铮铁骨,0.0,1.0,0.0
可鄙,1.0,0.0,0.0
恨入骨髓,1.0,0.0,0.0
苦心孤诣,0.0,1.0,0.0
悒郁寡欢,1.0,0.0,0.0
容,0.0,1.0,0.0
荣,0.0,1.0,0.0
要紧,1.0,1.0,0.0
诙谐,0.0,1.0,0.0
坡,1.0,0.0,0.0
优,0.0,1.0,0.0
孤傲不群,1.0,0.0,0.0
关照,0.0,1.0,0.0
闹情绪,1.0,0.0,0.0
到家,0.0,1.0,0.0
倜然,1.0,0.0,0.0
敦实,0.0,1.0,0.0
检点,0.0,1.0,0.0
清明,0.0,1.0,0.0
娇娆,0.0,1.0,0.0
蔼然可亲,0.0,1.0,0.0
郑重其事,0.0,1.0,0.0
不合格,1.0,0.0,0.0
流行,0.0,1.0,0.0
鬼头鬼脑,1.0,0.0,0.0
不泄气,0.0,1.0,0.0
冷嘲热讽,1.0,0.0,0.0
肜,0.0,1.0,0.0
死气沉沉,1.0,0.0,0.0
专一,0.0,1.0,0.0
周详,0.0,1.0,0.0
论功行赏,0.0,1.0,0.0
蹈常袭故,1.0,0.0,0.0
脾气暴,1.0,0.0,0.0
说得通,0.0,1.0,0.0
死板板,1.0,0.0,0.0
忘恩负义,1.0,0.0,0.0
麻木不仁,1.0,0.0,0.0
高不成，低不就,1.0,0.0,0.0
招笑儿,0.0,1.0,0.0
刻薄,1.0,0.0,0.0
匀,0.0,1.0,0.0
阴翳,0.0,1.0,0.0
蓊,0.0,1.0,0.0
瞻前顾后,1.0,0.0,0.0
幽默滑稽,0.0,1.0,0.0
个性鲜明,0.0,1.0,0.0
详明,0.0,1.0,0.0
呆怔,1.0,0.0,0.0
人和,0.0,1.0,0.0
富余,1.0,0.0,0.0
擅场,0.0,1.0,0.0
做得好,0.0,1.0,0.0
可以信赖,0.0,1.0,0.0
娴淑,0.0,1.0,0.0
犯疑心病,1.0,0.0,0.0
有同情心,0.0,1.0,0.0
详尽,0.0,1.0,0.0
岌岌,1.0,0.0,0.0
蒙昧,1.0,0.0,0.0
通达,0.0,1.0,0.0
惆怅,1.0,0.0,0.0
低值,1.0,0.0,0.0
说妥,0.0,1.0,0.0
盼念,0.0,1.0,0.0
蹇,1.0,0.0,0.0
暮色苍茫,1.0,0.0,0.0
怆恍,1.0,0.0,0.0
双料,0.0,1.0,0.0
悻悻然,1.0,0.0,0.0
昏天黑地,1.0,0.0,0.0
手紧,1.0,0.0,0.0
轻薄,1.0,0.0,1.0
喜吟吟,0.0,1.0,0.0
不错,0.0,1.0,0.0
可亲,0.0,1.0,0.0
铁骨铮铮,0.0,1.0,0.0
感激涕零,0.0,1.0,0.0
紊,1.0,0.0,0.0
正当,0.0,1.0,0.0
不利,1.0,0.0,0.0
剽悍,1.0,1.0,0.0
行云流水,0.0,1.0,0.0
悖妄,1.0,0.0,0.0
刺耳,1.0,0.0,0.0
手脚不干净,1.0,0.0,0.0
用不着,1.0,0.0,0.0
颟顸,1.0,0.0,0.0
创造性,0.0,1.0,0.0
没有拖累,0.0,1.0,0.0
铁打,0.0,1.0,0.0
始终如一,0.0,1.0,0.0
小小不言,1.0,0.0,0.0
侠义,0.0,1.0,0.0
偏偏,0.0,1.0,0.0
婉顺,0.0,1.0,0.0
爱屋及乌,0.0,1.0,0.0
言之成理,0.0,1.0,0.0
费工夫,1.0,0.0,0.0
瞧不上,1.0,0.0,0.0
值得纪念,0.0,1.0,0.0
窝火,1.0,0.0,0.0
重沓,1.0,0.0,0.0
坑洼,1.0,0.0,0.0
费时,1.0,0.0,0.0
瞧得上眼,0.0,1.0,0.0
屈才,1.0,0.0,0.0
冷峭,1.0,0.0,0.0
不在话下,0.0,1.0,0.0
单弱,1.0,0.0,0.0
够水平,0.0,1.0,0.0
贪心不足,1.0,0.0,0.0
繁难,1.0,0.0,0.0
宽大,0.0,1.0,0.0
生机勃勃,0.0,1.0,0.0
因地制宜,0.0,1.0,0.0
安详,0.0,1.0,0.0
毛毛躁躁,1.0,0.0,0.0
浮光掠影,1.0,0.0,0.0
牵肠挂肚,0.0,1.0,0.0
适用,0.0,1.0,0.0
心胆俱裂,1.0,0.0,0.0
无忧无虑,0.0,1.0,0.0
蚍蜉撼树,1.0,0.0,0.0
芴,1.0,0.0,0.0
幽静,0.0,1.0,0.0
独具只眼,0.0,1.0,0.0
松散,1.0,0.0,0.0
饶,1.0,1.0,0.0
痴迷,0.0,1.0,0.0
企,0.0,1.0,0.0
灰溜溜,1.0,0.0,0.0
浑浑噩噩,1.0,0.0,0.0
香甜,0.0,1.0,0.0
大方,0.0,1.0,0.0
刺鼻,1.0,0.0,0.0
贼眉鼠眼,1.0,0.0,0.0
多姿多采,0.0,1.0,0.0
哀怜,1.0,0.0,0.0
健全,0.0,1.0,0.0
委靡不振,1.0,0.0,0.0
一丝不苟,0.0,1.0,0.0
快刀斩乱麻,0.0,1.0,0.0
哄然,1.0,0.0,0.0
从轻,0.0,1.0,0.0
溜,0.0,1.0,0.0
有眉目,0.0,1.0,0.0
诎,1.0,0.0,0.0
寒碜,1.0,0.0,0.0
置之度外,1.0,0.0,0.0
不畏艰险,0.0,1.0,0.0
不问三七二十一,1.0,0.0,0.0
差劲,1.0,0.0,0.0
鞠躬,0.0,1.0,0.0
不方便,1.0,0.0,0.0
徒劳无功,1.0,0.0,0.0
深,1.0,1.0,0.0
驰念,0.0,1.0,0.0
畏惧,1.0,0.0,0.0
随风使舵,1.0,0.0,0.0
精力枯竭,1.0,0.0,0.0
甘心,0.0,1.0,0.0
认,0.0,1.0,0.0
敏悟,0.0,1.0,0.0
非礼,1.0,0.0,0.0
坦诚相待,0.0,1.0,0.0
颖悟,0.0,1.0,0.0
皓月当空,0.0,1.0,0.0
滑润,0.0,1.0,0.0
反复无常,1.0,0.0,0.0
眷念,0.0,1.0,0.0
目无全牛,0.0,1.0,0.0
妥当,0.0,1.0,0.0
窘困,1.0,0.0,0.0
内敛,0.0,1.0,0.0
热火朝天,0.0,1.0,0.0
正直,0.0,1.0,0.0
显豁,0.0,1.0,0.0
诟病,1.0,0.0,0.0
怏然不悦,1.0,0.0,0.0
率真,0.0,1.0,0.0
脸皮薄,1.0,0.0,0.0
翻天覆地,0.0,1.0,0.0
工致,0.0,1.0,0.0
不相适应,1.0,0.0,0.0
黑洞洞,1.0,0.0,0.0
脸红脖子粗,1.0,0.0,0.0
澄,0.0,1.0,0.0
委琐,1.0,0.0,0.0
贪心,1.0,0.0,0.0
糠,1.0,0.0,0.0
伤神,1.0,0.0,0.0
从始至终,0.0,1.0,0.0
可憎,1.0,0.0,0.0
冷落,1.0,0.0,0.0
假模假式,1.0,0.0,0.0
淫猥,1.0,0.0,0.0
柔,0.0,1.0,0.0
灰头土脸,1.0,0.0,0.0
肯定,0.0,1.0,0.0
通融,0.0,1.0,0.0
犹疑,1.0,0.0,0.0
坦实,0.0,1.0,0.0
拜,0.0,1.0,0.0
灰朦朦,1.0,0.0,0.0
悬念,1.0,0.0,0.0
情愿,0.0,1.0,0.0
光芒万丈,0.0,1.0,0.0
气愤愤,1.0,0.0,0.0
赏罚严明,0.0,1.0,0.0
胆颤心惊,1.0,0.0,0.0
挂怀,1.0,0.0,0.0
家给人足,0.0,1.0,0.0
清香,0.0,1.0,0.0
亦然,0.0,1.0,0.0
纲领性,0.0,1.0,0.0
忿怒,1.0,0.0,0.0
庸俗,1.0,0.0,0.0
食而不化,1.0,0.0,0.0
贼去关门,1.0,0.0,0.0
莽苍,1.0,0.0,0.0
空虚,1.0,0.0,0.0
星星点点,1.0,0.0,0.0
派不是,1.0,0.0,0.0
盛,0.0,1.0,0.0
不精确,1.0,0.0,0.0
绚烂,0.0,1.0,0.0
低卑,1.0,0.0,0.0
菲菲,0.0,1.0,0.0
懊恨,1.0,0.0,0.0
首鼠两端,1.0,0.0,0.0
持重,0.0,1.0,0.0
韧,0.0,1.0,0.0
毛手毛脚,1.0,0.0,0.0
谩骂,1.0,0.0,0.0
冰肌玉骨,0.0,1.0,0.0
景色优美,0.0,1.0,0.0
胆怯,1.0,0.0,0.0
端,0.0,1.0,0.0
艰危,1.0,0.0,0.0
拘礼,1.0,0.0,0.0
凄苦,1.0,0.0,0.0
看不惯,1.0,0.0,0.0
俏皮,0.0,1.0,0.0
忠贞不渝,0.0,1.0,0.0
异形,1.0,0.0,0.0
小心眼,1.0,0.0,0.0
和洽,0.0,1.0,0.0
完好,0.0,1.0,0.0
怕生,1.0,0.0,0.0
完,0.0,1.0,0.0
应名儿,1.0,0.0,0.0
简易,0.0,1.0,0.0
有财产,0.0,1.0,0.0
及格,0.0,1.0,0.0
清雅,0.0,1.0,0.0
疯狂般,1.0,0.0,0.0
浏,0.0,1.0,0.0
孤零零,1.0,0.0,0.0
明灿灿,0.0,1.0,0.0
消沉,1.0,0.0,0.0
淫靡,1.0,0.0,0.0
四大皆空,1.0,0.0,0.0
愣神儿,1.0,0.0,0.0
大面额,1.0,0.0,0.0
腻烦,1.0,0.0,0.0
笨,1.0,0.0,0.0
装备完善,0.0,1.0,0.0
战战兢兢,1.0,0.0,0.0
臭哄哄,1.0,0.0,0.0
痴痴,1.0,0.0,0.0
浑身是胆,0.0,1.0,0.0
蔼,0.0,1.0,0.0
数说,1.0,0.0,0.0
丰润,0.0,1.0,0.0
捉摸不定,1.0,0.0,0.0
彪炳史册,0.0,1.0,0.0
锱铢必较,1.0,0.0,0.0
感激,0.0,1.0,0.0
俭省,0.0,1.0,0.0
炅,0.0,1.0,0.0
惶悚,1.0,0.0,0.0
哀凄,1.0,0.0,0.0
名特优,0.0,1.0,0.0
坚实,0.0,1.0,0.0
信赏必罚,0.0,1.0,0.0
有失身分,1.0,0.0,0.0
暗里,1.0,0.0,0.0
车水马龙,0.0,1.0,0.0
愚,1.0,0.0,0.0
胆战心惊,1.0,0.0,0.0
对号,0.0,1.0,0.0
锐,0.0,1.0,0.0
爽怡,0.0,1.0,0.0
磊落,0.0,1.0,0.0
有学问,0.0,1.0,0.0
有教养,0.0,1.0,0.0
骂得狗血淋头,1.0,0.0,0.0
翻手为云，覆手为雨,1.0,0.0,0.0
秀,0.0,1.0,0.0
指桑骂槐,1.0,0.0,0.0
阳性,0.0,1.0,0.0
好看,0.0,1.0,0.0
费功夫,1.0,0.0,0.0
不堪造就,1.0,0.0,0.0
惝恍,1.0,0.0,0.0
挚爱,0.0,1.0,0.0
忿恨,1.0,0.0,0.0
疏懒,1.0,0.0,0.0
浪,1.0,0.0,0.0
清新,0.0,1.0,0.0
爱理不理,1.0,0.0,0.0
随和,0.0,1.0,0.0
欣喜,0.0,1.0,0.0
严正,0.0,1.0,0.0
含义明确,0.0,1.0,0.0
残破,1.0,0.0,0.0
迷糊,1.0,0.0,0.0
力主,0.0,1.0,0.0
自认,0.0,1.0,0.0
奸邪,1.0,0.0,0.0
咄咄逼人,1.0,0.0,0.0
疑惑,1.0,0.0,0.0
芳,0.0,1.0,0.0
平板,0.0,1.0,0.0
怀恋,0.0,1.0,0.0
简明,0.0,1.0,0.0
粗实,0.0,1.0,0.0
背后,1.0,0.0,0.0
风发,0.0,1.0,0.0
弹冠相庆,0.0,1.0,0.0
世故,1.0,0.0,0.0
混乱,1.0,0.0,0.0
天真烂漫,0.0,1.0,0.0
没劲,1.0,0.0,0.0
应允,0.0,1.0,0.0
毫不留情,1.0,0.0,0.0
超卓,0.0,1.0,0.0
光辉灿烂,0.0,1.0,0.0
贪得无厌,1.0,0.0,0.0
羞惭,1.0,0.0,0.0
三心二意,1.0,0.0,0.0
眼光远大,0.0,1.0,0.0
乱真,1.0,0.0,0.0
文绉绉,0.0,1.0,0.0
不洁,1.0,0.0,0.0
油腻腻,1.0,0.0,0.0
妒羡,0.0,1.0,0.0
恒量,0.0,1.0,0.0
爱不忍释,0.0,1.0,0.0
活,0.0,1.0,0.0
通亮,0.0,1.0,0.0
绵密,0.0,1.0,0.0
渊深,0.0,1.0,0.0
春意融融,0.0,1.0,0.0
醇朴,0.0,1.0,0.0
粗豪,0.0,1.0,0.0
光,0.0,1.0,0.0
气不过,1.0,0.0,0.0
怕羞,1.0,0.0,0.0
谨言慎行,0.0,1.0,0.0
简短,0.0,1.0,0.0
后悔莫及,1.0,0.0,0.0
称誉,0.0,1.0,0.0
通明,0.0,1.0,0.0
活动,1.0,0.0,0.0
奥妙,0.0,1.0,0.0
伟大,0.0,1.0,0.0
卓著,0.0,1.0,0.0
热心,0.0,1.0,0.0
看扁,1.0,0.0,0.0
甜丝丝,0.0,1.0,0.0
皱,1.0,0.0,0.0
清澈,0.0,1.0,0.0
怀念,0.0,1.0,0.0
低下,1.0,0.0,0.0
山清水秀,0.0,1.0,0.0
哀婉,0.0,1.0,0.0
见机,0.0,1.0,0.0
端端正正,0.0,1.0,0.0
熹微,1.0,0.0,0.0
众目睽睽,0.0,1.0,0.0
至尊至贵,0.0,1.0,0.0
根深蒂固,0.0,1.0,0.0
典雅,0.0,1.0,0.0
不确切,1.0,0.0,0.0
坏人当道,1.0,0.0,0.0
上乘,0.0,1.0,0.0
不可逆转,1.0,0.0,0.0
红脸,1.0,0.0,0.0
病态,1.0,0.0,0.0
体恤,1.0,0.0,0.0
不正当,1.0,0.0,0.0
懵里懵懂,1.0,0.0,0.0
最主要,0.0,1.0,0.0
暴戾,1.0,0.0,0.0
发牢骚,1.0,0.0,0.0
嗔怒,1.0,0.0,0.0
二手,1.0,0.0,0.0
质优,0.0,1.0,0.0
着急,1.0,0.0,0.0
凶猛,1.0,0.0,0.0
守候,0.0,1.0,0.0
蓬勃向上,0.0,1.0,0.0
贴边儿,0.0,1.0,0.0
乱套,1.0,0.0,0.0
不正常,1.0,0.0,0.0
自怨自艾,1.0,0.0,0.0
新颖,0.0,1.0,0.0
肉,1.0,0.0,0.0
阴沉,1.0,0.0,0.0
厌恶,1.0,0.0,0.0
表观,0.0,1.0,0.0
百无一失,0.0,1.0,0.0
甘心情愿,0.0,1.0,0.0
板板正正,0.0,1.0,0.0
中文负面评价词语,1.0,0.0,0.0
隐秘,1.0,0.0,0.0
夜不闭户,0.0,1.0,0.0
作色,1.0,0.0,0.0
诚心诚意,0.0,1.0,0.0
瑕不掩瑜,0.0,1.0,0.0
不可降解,1.0,0.0,0.0
娇气,1.0,0.0,0.0
甜美,0.0,1.0,0.0
低效能,1.0,0.0,0.0
不含糊,0.0,1.0,0.0
平平静静,0.0,1.0,0.0
狠劲,1.0,0.0,0.0
并重,0.0,1.0,0.0
薄情,1.0,0.0,0.0
不好卖,1.0,0.0,0.0
经济,0.0,1.0,0.0
不合逻辑,1.0,0.0,0.0
怿,0.0,1.0,0.0
孑然一身,1.0,0.0,0.0
头脑空虚,1.0,0.0,0.0
较真,0.0,1.0,0.0
光艳,0.0,1.0,0.0
愚蠢,1.0,0.0,0.0
四面楚歌,1.0,0.0,0.0
喧闹,0.0,1.0,0.0
昏愦,1.0,0.0,0.0
骄矜,1.0,0.0,0.0
羡余,1.0,0.0,0.0
蒙蒙,1.0,0.0,0.0
香喷喷,0.0,1.0,0.0
冒火,1.0,0.0,0.0
目光凶狠,1.0,0.0,0.0
耿介不阿,0.0,1.0,0.0
趾高气扬,1.0,0.0,0.0
主动,0.0,1.0,0.0
轧,1.0,0.0,0.0
等外,1.0,0.0,0.0
凶狂,1.0,0.0,0.0
体弱,1.0,0.0,0.0
乱糟糟,1.0,0.0,0.0
惮,1.0,0.0,0.0
忌刻,1.0,0.0,0.0
粗笨,1.0,0.0,0.0
委靡,1.0,0.0,0.0
不起眼,1.0,0.0,0.0
宏丽,0.0,1.0,0.0
发飙,1.0,0.0,0.0
如花似玉,0.0,1.0,0.0
犯怵,1.0,0.0,0.0
浑然,0.0,1.0,0.0
供奉,0.0,1.0,0.0
绵软,1.0,0.0,0.0
苦心,0.0,1.0,0.0
不和蔼,1.0,0.0,0.0
粲然,0.0,1.0,0.0
大发雷霆,1.0,0.0,0.0
兴盛,0.0,1.0,0.0
秘,1.0,0.0,0.0
胶柱鼓瑟,1.0,0.0,0.0
险恶,1.0,0.0,0.0
见爱,0.0,1.0,0.0
不平衡,1.0,0.0,0.0
松心,0.0,1.0,0.0
朴,0.0,1.0,0.0
器重,0.0,1.0,0.0
狙,1.0,0.0,0.0
无上,0.0,1.0,0.0
脉脉,0.0,1.0,0.0
夜有所梦,0.0,1.0,0.0
隐然,1.0,0.0,0.0
悲怆,1.0,0.0,0.0
美味,0.0,1.0,0.0
祸不单行,1.0,0.0,0.0
拉杂,1.0,0.0,0.0
甜点,0.0,1.0,0.0
斌,0.0,1.0,0.0
不顾,1.0,0.0,0.0
恤,1.0,0.0,0.0
悲观地,1.0,0.0,0.0
心地纯良,0.0,1.0,0.0
至深,0.0,1.0,0.0
悫,0.0,1.0,0.0
膻,1.0,0.0,0.0
深沉,0.0,1.0,0.0
叫好,0.0,1.0,0.0
松垮,1.0,0.0,0.0
上劲,0.0,1.0,0.0
矜夸,1.0,0.0,0.0
慎,0.0,1.0,0.0
神通广大,0.0,1.0,0.0
精神不振,1.0,0.0,0.0
器宇不凡,0.0,1.0,0.0
参谒,0.0,1.0,0.0
良性,0.0,1.0,0.0
焦心,1.0,0.0,0.0
后进,1.0,0.0,0.0
土得掉渣,1.0,0.0,0.0
安宁,0.0,1.0,0.0
绵里藏针,1.0,0.0,0.0
真真实实,0.0,1.0,0.0
璞玉浑金,0.0,1.0,0.0
专心,0.0,1.0,0.0
一偏,1.0,0.0,0.0
仇视,1.0,0.0,0.0
森森,0.0,1.0,0.0
含怨,1.0,0.0,0.0
怅然,1.0,0.0,0.0
悖晦,1.0,0.0,0.0
挂名,1.0,0.0,0.0
荒废,1.0,0.0,0.0
明丽,0.0,1.0,0.0
不胜欣忭,0.0,1.0,0.0
敬贺,0.0,1.0,0.0
慈,0.0,1.0,0.0
妙趣横生,0.0,1.0,0.0
怨声载道,1.0,0.0,0.0
峻,1.0,0.0,0.0
鄙视,1.0,0.0,0.0
悲凉,1.0,0.0,0.0
痛,1.0,0.0,0.0
诃,1.0,0.0,0.0
不看僧面看佛面,0.0,1.0,0.0
不一致,1.0,0.0,0.0
无恙,0.0,1.0,0.0
脾气急躁,1.0,0.0,0.0
喧杂,1.0,0.0,0.0
不礼貌,1.0,0.0,0.0
歪,1.0,0.0,0.0
兴隆,0.0,1.0,0.0
懒到极点,1.0,0.0,0.0
作兴,0.0,1.0,0.0
浅陋,1.0,0.0,0.0
练达,0.0,1.0,0.0
慨然,0.0,1.0,0.0
地道,0.0,1.0,0.0
混血,1.0,0.0,0.0
眼花缭乱,0.0,1.0,0.0
轻悄悄,0.0,1.0,0.0
愉快,0.0,1.0,0.0
才略过人,0.0,1.0,0.0
开明,0.0,1.0,0.0
真实,0.0,1.0,0.0
不同寻常,0.0,1.0,0.0
向,1.0,1.0,0.0
昏沉,1.0,0.0,0.0
罔,1.0,0.0,0.0
不可收拾,1.0,0.0,0.0
省事,0.0,1.0,0.0
昂藏,0.0,1.0,0.0
出手大方,0.0,1.0,0.0
有始无终,1.0,0.0,0.0
秾,0.0,1.0,0.0
猖,1.0,0.0,0.0
当心,0.0,1.0,0.0
不像话,1.0,0.0,0.0
怒斥,1.0,0.0,0.0
碌碌无为,1.0,0.0,0.0
吵人,1.0,0.0,0.0
彪炳千古,0.0,1.0,0.0
疾言厉色,1.0,0.0,0.0
悬空,1.0,0.0,0.0
怆然,1.0,0.0,0.0
诅咒,1.0,0.0,0.0
仞,0.0,1.0,0.0
服帖,0.0,1.0,0.0
友善,0.0,1.0,0.0
脏,1.0,0.0,0.0
惊惧,1.0,0.0,0.0
污秽,1.0,0.0,0.0
无证据,1.0,0.0,0.0
臭名昭彰,1.0,0.0,0.0
没见过世面,1.0,0.0,0.0
惊诧,1.0,0.0,0.0
灯火辉煌,0.0,1.0,0.0
老,1.0,0.0,0.0
准,0.0,1.0,0.0
黩,1.0,0.0,0.0
诚朴,0.0,1.0,0.0
自来熟,0.0,1.0,0.0
雄峻,0.0,1.0,0.0
半信半疑,1.0,0.0,0.0
趣味盎然,0.0,1.0,0.0
未列计划,1.0,0.0,0.0
阴晦,1.0,0.0,0.0
有良心,0.0,1.0,0.0
英武,0.0,1.0,0.0
介意,1.0,0.0,0.0
漏洞百出,1.0,0.0,0.0
消停,0.0,1.0,0.0
崎,1.0,0.0,0.0
刻苦,0.0,1.0,0.0
顽石点头,0.0,1.0,0.0
高性能,0.0,1.0,0.0
瘠,1.0,0.0,0.0
单刀直入,0.0,1.0,0.0
谆,0.0,1.0,0.0
热切,0.0,1.0,0.0
急死,1.0,0.0,0.0
孑然,1.0,0.0,0.0
照理,0.0,1.0,0.0
艰涩,1.0,0.0,0.0
艾,0.0,1.0,0.0
看不开,1.0,0.0,0.0
大失所望,1.0,0.0,0.0
关怀备至,0.0,1.0,0.0
注重,0.0,1.0,0.0
亮丽,0.0,1.0,0.0
一心一德,0.0,1.0,0.0
懵,1.0,0.0,0.0
珍重,0.0,1.0,0.0
详密,0.0,1.0,0.0
不消化,1.0,0.0,0.0
温润,0.0,1.0,0.0
有才干,0.0,1.0,0.0
脆,0.0,1.0,0.0
背时,1.0,0.0,0.0
精神焕发,0.0,1.0,0.0
事关重大,0.0,1.0,0.0
恹,1.0,0.0,0.0
名义上,1.0,0.0,0.0
合拍,0.0,1.0,0.0
摇头晃脑,0.0,1.0,0.0
不行,1.0,0.0,0.0
奢侈,1.0,0.0,0.0
错落有致,0.0,1.0,0.0
暗朦,1.0,0.0,0.0
定,0.0,1.0,0.0
气吞山河,0.0,1.0,0.0
酹,0.0,1.0,0.0
心情沉重,1.0,0.0,0.0
举止文雅,0.0,1.0,0.0
抹不开,1.0,0.0,0.0
净余,1.0,0.0,0.0
强固,0.0,1.0,0.0
混账,1.0,0.0,0.0
晃晃悠悠,1.0,0.0,0.0
奸猾,1.0,0.0,0.0
无缘无故,1.0,0.0,0.0
迂,1.0,0.0,0.0
甘,0.0,1.0,0.0
特许,0.0,1.0,0.0
胪,0.0,1.0,0.0
高雅,0.0,1.0,0.0
冗赘,1.0,0.0,0.0
翘盼,0.0,1.0,0.0
乐观,0.0,1.0,0.0
没头脑,1.0,0.0,0.0
骇愕,1.0,0.0,0.0
轩昂,0.0,1.0,0.0
关键,0.0,1.0,0.0
鹤发童颜,0.0,1.0,0.0
名过其实,1.0,0.0,0.0
椎心泣血,1.0,0.0,0.0
官僚主义,1.0,0.0,0.0
滑头滑脑,1.0,0.0,0.0
弘大,0.0,1.0,0.0
菲薄,1.0,0.0,0.0
黢黑,1.0,0.0,0.0
一丝不差,0.0,1.0,0.0
不惜,0.0,1.0,0.0
至关重大,0.0,1.0,0.0
混浊,1.0,0.0,0.0
硕学,0.0,1.0,0.0
信得过,0.0,1.0,0.0
过分简单化,1.0,0.0,0.0
斥,1.0,0.0,0.0
支离,1.0,0.0,0.0
不无裨益,0.0,1.0,0.0
瞪眼,1.0,0.0,0.0
浩然,0.0,1.0,0.0
怆怳,1.0,0.0,0.0
崇仰,0.0,1.0,0.0
义愤,1.0,0.0,0.0
牙碜,1.0,0.0,0.0
窘急,1.0,0.0,0.0
乌沉沉,1.0,0.0,0.0
虐,1.0,0.0,0.0
面善,0.0,1.0,0.0
封建,1.0,0.0,0.0
高纯,0.0,1.0,0.0
可圈可点,0.0,1.0,0.0
恼恨,1.0,0.0,0.0
显而易见,0.0,1.0,0.0
破陋,1.0,0.0,0.0
开炮,1.0,0.0,0.0
谢天谢地,0.0,1.0,0.0
飒爽英姿,0.0,1.0,0.0
不等,1.0,0.0,0.0
介怀,1.0,0.0,0.0
义,0.0,1.0,0.0
怪罪,1.0,0.0,0.0
坦荡荡,0.0,1.0,0.0
吊儿郎当,1.0,0.0,0.0
冥顽不化,1.0,0.0,0.0
树碑立传,0.0,1.0,0.0
精光,0.0,1.0,0.0
集中,0.0,1.0,0.0
小里小气,1.0,0.0,0.0
初出茅庐,1.0,0.0,0.0
企慕,0.0,1.0,0.0
大摇大摆,1.0,0.0,0.0
问罪,1.0,0.0,0.0
探囊取物,0.0,1.0,0.0
有益,0.0,1.0,0.0
轻盈,0.0,1.0,0.0
至诚,0.0,1.0,0.0
怀着恶意,1.0,0.0,0.0
挺括,0.0,1.0,0.0
铁铮铮,0.0,1.0,0.0
嫌,1.0,0.0,0.0
飘洒,0.0,1.0,0.0
同情,1.0,1.0,0.0
揄扬,0.0,1.0,0.0
澹泊,0.0,1.0,0.0
残,1.0,0.0,0.0
不详,1.0,0.0,0.0
